trait1	trait2	p.value	BH
SED.GABA_seeds	SED.Melezitose_seeds	0.125544912	0.438873627
SED.Galactinol_seeds	SED.Melezitose_seeds	0.185155239	0.526760062
SED.Galactonic_acid_1_4_lactone_seeds	SED.Melezitose_seeds	0.32710678	0.674723571
SED.Glutamate_seeds	SED.Melezitose_seeds	0.004708242	0.057173558
SED.Glycerate_seeds	SED.Melezitose_seeds	0.329406631	0.677366606
SED.Glycerol_1P_seeds	SED.Melezitose_seeds	0.003345415	0.044319225
SED.Glycerol_seeds	SED.Melezitose_seeds	0.000517415	0.010328353
SED.Glycine_seeds	SED.Melezitose_seeds	0.00973551	0.094601549
SED.Glycolate_seeds	SED.Melezitose_seeds	0.020090123	0.154244373
SED.Isoleucine_seeds	SED.Melezitose_seeds	0.000123641	0.003207549
SED.Lysine_seeds	SED.Melezitose_seeds	0.024453196	0.175573323
SED.Malate_seeds	SED.Melezitose_seeds	0.099959278	0.392881518
SED.Maltotriose_seeds	SED.Melezitose_seeds	0.027747054	0.189446805
SED.Melezitose_seeds	SED.Melezitose_seeds	NA	NA
SED.Myo_Inositol_seeds	SED.Melezitose_seeds	0.031148798	0.203429928
SED.NA_sugar_seeds	SED.Melezitose_seeds	0.054010246	0.283865915
SED.Nicotinate_seeds	SED.Melezitose_seeds	0.000174626	0.004253992
SED.Nonanoate_seeds	SED.Melezitose_seeds	0.000694561	0.013053817
SED.Octadecanoate_seeds	SED.Melezitose_seeds	0.073145703	0.333810822
SED.Phenylalanine_seeds	SED.Melezitose_seeds	0.003479083	0.045872716
SED.Phosphate_seeds	SED.Melezitose_seeds	0.002230192	0.032399766
SED.Proline_seeds	SED.Melezitose_seeds	0.007000665	0.075387219
SED.Putrescine_seeds	SED.Melezitose_seeds	0.713313588	0.903091593
SED.Raffinose_seeds	SED.Melezitose_seeds	0.329892124	0.677916316
SED.Salicylate_seeds	SED.Melezitose_seeds	0.320387822	0.670753583
SED.Serine_seeds	SED.Melezitose_seeds	0.00216549	0.031706862
SED.Succinate_seeds	SED.Melezitose_seeds	0.227422119	0.577664575
SED.Threonine_seeds	SED.Melezitose_seeds	0.002008332	0.029890905
SED.Trehalose_alpha_alpha_seeds	SED.Melezitose_seeds	4.32E-05	0.001324844
SED.Tyrosine_seeds	SED.Melezitose_seeds	0.000122932	0.003192115
SED.Uracil_seeds	SED.Melezitose_seeds	0.684480203	0.890747946
SED.Urea_seeds	SED.Melezitose_seeds	0.000252058	0.00573094
SED.Valine_seeds	SED.Melezitose_seeds	0.001033662	0.017899315
SED.X4_Hydroxy_Benzoate_seeds	SED.Melezitose_seeds	0.358440566	0.701718797
WAX.pct_iso	SED.Melezitose_seeds	0.98305959	0.995338492
WAX.pct_anteiso	SED.Melezitose_seeds	0.842777251	0.951058561
WAX.mindex	SED.Melezitose_seeds	0.79472262	0.933956631
WAX.nalk_CPI	SED.Melezitose_seeds	0.907287935	0.971743775
WAX.nalk_ACL	SED.Melezitose_seeds	0.981857071	0.994841305
WAX.anteiso_CPI	SED.Melezitose_seeds	0.830528093	0.946168676
WAX.anteiso_ACL	SED.Melezitose_seeds	0.973433543	0.992246921
WAX.iso_CPI	SED.Melezitose_seeds	0.456525987	0.768090829
WAX.iso_ACL	SED.Melezitose_seeds	0.468299678	0.774644234
WAX.13eps_iC31	SED.Melezitose_seeds	0.412034397	0.737988596
WAX.13eps_nC31	SED.Melezitose_seeds	0.388932625	0.723534211
WAX.13eps_iC33	SED.Melezitose_seeds	0.719798281	0.905551488
WAX.13eps_nC33	SED.Melezitose_seeds	0.400166022	0.731013075
WAX.i31_n31	SED.Melezitose_seeds	0.621100066	0.861121632
WAX.i33_n33	SED.Melezitose_seeds	0.614488792	0.857902554
DEV.CompAll	SED.Myo_Inositol_seeds	0.099965002	0.392881518
DEV.CompInt	SED.Myo_Inositol_seeds	0.13824546	0.459001845
DEV.CompPri	SED.Myo_Inositol_seeds	0.096660923	0.386625907
DEV.CompRachis	SED.Myo_Inositol_seeds	0.111387012	0.414015044
DEV.CompSec	SED.Myo_Inositol_seeds	0.099381841	0.391709963
DEV.CotPaveAR	SED.Myo_Inositol_seeds	0.134151376	0.452336312
DEV.CotPaveArea	SED.Myo_Inositol_seeds	0.359548944	0.702204394
DEV.CotPaveCirc	SED.Myo_Inositol_seeds	0.910055376	0.972542293
DEV.CotPaveCnt	SED.Myo_Inositol_seeds	0.570613388	0.834829925
DEV.CotPaveRound	SED.Myo_Inositol_seeds	0.189374705	0.53146543
DEV.CotPaveSolid	SED.Myo_Inositol_seeds	0.828360408	0.945165285
DEV.CotStom	SED.Myo_Inositol_seeds	0.644526526	0.871952083
DEV.CotStomInd	SED.Myo_Inositol_seeds	0.718731371	0.90508112
DEV.FlowTime	SED.Myo_Inositol_seeds	0.967963523	0.990916414
DEV.LatLfSize	SED.Myo_Inositol_seeds	0.332587323	0.680293231
DEV.LatPC1	SED.Myo_Inositol_seeds	0.191770062	0.534459389
DEV.LatPC2	SED.Myo_Inositol_seeds	0.71167658	0.902582504
DEV.LatPC3	SED.Myo_Inositol_seeds	0.497894338	0.79299684
DEV.LatPC4	SED.Myo_Inositol_seeds	0.407951432	0.736002177
DEV.LatPC5	SED.Myo_Inositol_seeds	0.334549925	0.681465601
DEV.LfAbStom	SED.Myo_Inositol_seeds	0.719978788	0.905551488
DEV.LfAdStom	SED.Myo_Inositol_seeds	0.088426013	0.367994329
DEV.LfStomRatio	SED.Myo_Inositol_seeds	0.013140351	0.116809619
DEV.LftAR	SED.Myo_Inositol_seeds	0.380625863	0.71700006
DEV.LftCirc	SED.Myo_Inositol_seeds	0.466761658	0.773950938
DEV.LftRound	SED.Myo_Inositol_seeds	0.409537559	0.736913131
DEV.LftSolid	SED.Myo_Inositol_seeds	0.500728802	0.794518109
DEV.TermLfSize	SED.Myo_Inositol_seeds	0.492426426	0.78901382
DEV.TermPC1	SED.Myo_Inositol_seeds	0.353848294	0.698126866
DEV.TermPC3	SED.Myo_Inositol_seeds	0.657757061	0.878202711
DEV.TermPC4	SED.Myo_Inositol_seeds	0.431953774	0.752005856
DEV.TermPC5	SED.Myo_Inositol_seeds	0.138036831	0.458568904
ENZ.aa_cont	SED.Myo_Inositol_seeds	0.009786947	0.094969383
ENZ.ac_inv	SED.Myo_Inositol_seeds	0.707351905	0.900810718
ENZ.aconi	SED.Myo_Inositol_seeds	0.391962915	0.725647747
ENZ.agpa	SED.Myo_Inositol_seeds	0.959750693	0.988313399
ENZ.ala_ami	SED.Myo_Inositol_seeds	0.500464192	0.794323587
ENZ.asp_ami	SED.Myo_Inositol_seeds	0.206874487	0.553208254
ENZ.fbp_ald	SED.Myo_Inositol_seeds	0.548472266	0.822645609
ENZ.fru_kin	SED.Myo_Inositol_seeds	0.343794223	0.68990738
ENZ.fructose_e	SED.Myo_Inositol_seeds	0.377148001	0.714588144
ENZ.fuma	SED.Myo_Inositol_seeds	0.511958203	0.801045076
ENZ.g6pdh	SED.Myo_Inositol_seeds	0.738609732	0.913110708
ENZ.gadph	SED.Myo_Inositol_seeds	0.646308218	0.872693084
ENZ.gapdh_p	SED.Myo_Inositol_seeds	0.753481479	0.91808396
ENZ.gluc_kin	SED.Myo_Inositol_seeds	0.93840344	0.982145744
ENZ.glucose_e	SED.Myo_Inositol_seeds	0.369803961	0.710005326
ENZ.gluta_dh	SED.Myo_Inositol_seeds	0.018249566	0.145073153
ENZ.iso_ci_dh	SED.Myo_Inositol_seeds	0.221675615	0.571204718
ENZ.mal_dh	SED.Myo_Inositol_seeds	0.765110958	0.922627896
ENZ.pep_car	SED.Myo_Inositol_seeds	0.448583798	0.762671367
ENZ.ph_fru_kin	SED.Myo_Inositol_seeds	0.156643386	0.486635075
ENZ.ph_fru_kin_a	SED.Myo_Inositol_seeds	0.0078805	0.081988862
ENZ.ph_glu_is_c	SED.Myo_Inositol_seeds	0.201433354	0.546957628
ENZ.ph_glu_is_t	SED.Myo_Inositol_seeds	0.019590697	0.151975984
ENZ.ph_glu_mut	SED.Myo_Inositol_seeds	0.140246818	0.461910133
ENZ.ph_gly_kin	SED.Myo_Inositol_seeds	0.195924688	0.539772418
ENZ.pro_con	SED.Myo_Inositol_seeds	0.12926163	0.444859802
ENZ.pyr_kin	SED.Myo_Inositol_seeds	0.074520103	0.337281076
ENZ.shik_de	SED.Myo_Inositol_seeds	0.019577276	0.151914012
ENZ.starch	SED.Myo_Inositol_seeds	0.623878477	0.862602234
ENZ.suc_p_syn	SED.Myo_Inositol_seeds	0.63917618	0.87068685
ENZ.suc_syn	SED.Myo_Inositol_seeds	0.748330176	0.916691968
ENZ.succ_co_l	SED.Myo_Inositol_seeds	0.657827965	0.878255448
ENZ.sucrose_e	SED.Myo_Inositol_seeds	0.262455819	0.61423744
ENZ.tr_ph_iso	SED.Myo_Inositol_seeds	0.006248038	0.069670109
ENZ.udp_glu	SED.Myo_Inositol_seeds	0.164604806	0.498041073
MET.a_tocopherol	SED.Myo_Inositol_seeds	0.130897937	0.447471297
MET.aconitate	SED.Myo_Inositol_seeds	0.604624497	0.852995444
MET.alanine	SED.Myo_Inositol_seeds	0.533503509	0.813919543
MET.arabinose	SED.Myo_Inositol_seeds	0.153951971	0.482562296
MET.arginine	SED.Myo_Inositol_seeds	0.029748172	0.197515999
MET.asparagine	SED.Myo_Inositol_seeds	0.335630516	0.6820813
MET.aspartate	SED.Myo_Inositol_seeds	0.065356914	0.315078688
MET.b_alanine	SED.Myo_Inositol_seeds	0.157005537	0.487002755
MET.benzoate	SED.Myo_Inositol_seeds	0.190859287	0.533330417
MET.citramalate	SED.Myo_Inositol_seeds	0.873728446	0.959427113
MET.citrate	SED.Myo_Inositol_seeds	0.679056528	0.888164698
MET.cysteine	SED.Myo_Inositol_seeds	0.411133265	0.737508204
MET.dehydroascorbate	SED.Myo_Inositol_seeds	0.85353505	0.953471022
MET.erythritol	SED.Myo_Inositol_seeds	0.272404213	0.624360881
MET.fa16_0	SED.Myo_Inositol_seeds	0.159484666	0.490395621
MET.fa18_0	SED.Myo_Inositol_seeds	0.944572116	0.984400624
MET.fa18_2	SED.Myo_Inositol_seeds	0.325808633	0.673577882
MET.fructose	SED.Myo_Inositol_seeds	0.899178312	0.968645996
MET.fructose_6p	SED.Myo_Inositol_seeds	0.484352423	0.783830637
MET.fucose	SED.Myo_Inositol_seeds	0.095476191	0.384204189
MET.fumarate	SED.Myo_Inositol_seeds	0.444218431	0.760240742
MET.gaba	SED.Myo_Inositol_seeds	0.028504365	0.192131377
MET.galactose	SED.Myo_Inositol_seeds	0.13773228	0.457950414
MET.galacturonate	SED.Myo_Inositol_seeds	0.654348067	0.876633263
MET.gluconate	SED.Myo_Inositol_seeds	0.308611092	0.660282323
MET.glucose	SED.Myo_Inositol_seeds	0.520159408	0.805113093
MET.glucose_6p	SED.Myo_Inositol_seeds	0.903782369	0.970368094
MET.glutamate	SED.Myo_Inositol_seeds	0.058254976	0.295981364
MET.glutamine	SED.Myo_Inositol_seeds	0.254042361	0.605339398
MET.glycerate	SED.Myo_Inositol_seeds	0.274984246	0.625705359
MET.glycerate_3p	SED.Myo_Inositol_seeds	0.812889994	0.940238713
MET.glycerol	SED.Myo_Inositol_seeds	0.936609422	0.981644459
MET.glycerol_1p	SED.Myo_Inositol_seeds	0.093941577	0.380795532
MET.glycine	SED.Myo_Inositol_seeds	0.01683416	0.137455214
MET.homoserine	SED.Myo_Inositol_seeds	0.097870271	0.389192093
MET.inositol	SED.Myo_Inositol_seeds	0.757536499	0.919311591
MET.inositol_1p	SED.Myo_Inositol_seeds	0.024632054	0.176314315
MET.isocitrate	SED.Myo_Inositol_seeds	0.802738188	0.936614015
MET.isoleucine	SED.Myo_Inositol_seeds	0.000275762	0.006174505
MET.isomaltose	SED.Myo_Inositol_seeds	0.058619919	0.296978845
MET.l_ascorbate	SED.Myo_Inositol_seeds	0.204252152	0.549823438
MET.leucine	SED.Myo_Inositol_seeds	0.000254535	0.005768495
MET.lysine	SED.Myo_Inositol_seeds	0.00141789	0.022987074
MET.malate	SED.Myo_Inositol_seeds	0.430980462	0.751750319
MET.maleate	SED.Myo_Inositol_seeds	0.608783638	0.85498133
MET.maltitol	SED.Myo_Inositol_seeds	0.30444101	0.656336516
MET.maltose	SED.Myo_Inositol_seeds	0.724378657	0.907902905
MET.mannitol	SED.Myo_Inositol_seeds	0.004447301	0.054935165
MET.mannose	SED.Myo_Inositol_seeds	0.090755265	0.373294118
MET.methionine	SED.Myo_Inositol_seeds	0.039807741	0.235163345
MET.oxoproline_5	SED.Myo_Inositol_seeds	0.052823315	0.279311454
MET.phenylalanine	SED.Myo_Inositol_seeds	0.011185399	0.104235541
MET.phosphate	SED.Myo_Inositol_seeds	0.000404568	0.00848137
MET.proline	SED.Myo_Inositol_seeds	0.031348179	0.204117154
MET.putrescine	SED.Myo_Inositol_seeds	0.118884701	0.427605355
MET.quinate	SED.Myo_Inositol_seeds	0.446107182	0.761380311
MET.rhamnose	SED.Myo_Inositol_seeds	0.935320433	0.9811945
MET.ribose	SED.Myo_Inositol_seeds	0.315879224	0.667360023
MET.s_me_cysteine	SED.Myo_Inositol_seeds	0.047409852	0.26109963
MET.saccharate	SED.Myo_Inositol_seeds	0.179088987	0.518361913
MET.serine	SED.Myo_Inositol_seeds	0.024960082	0.177773788
MET.shikimate	SED.Myo_Inositol_seeds	0.988484784	0.997478022
MET.sorbitol	SED.Myo_Inositol_seeds	0.366488484	0.707428006
MET.succinate	SED.Myo_Inositol_seeds	0.412384009	0.738142037
MET.sucrose	SED.Myo_Inositol_seeds	0.097014174	0.387419447
MET.t4_ho_proline	SED.Myo_Inositol_seeds	0.197837337	0.542636226
MET.threonate	SED.Myo_Inositol_seeds	0.818523411	0.94235831
MET.threonine	SED.Myo_Inositol_seeds	0.105414441	0.401911419
MET.trehalose	SED.Myo_Inositol_seeds	0.410300651	0.737048953
MET.tryptophan	SED.Myo_Inositol_seeds	0.61626719	0.858635324
MET.tyrosine	SED.Myo_Inositol_seeds	0.009838629	0.095272545
MET.uracil	SED.Myo_Inositol_seeds	0.236230485	0.58745584
MET.valine	SED.Myo_Inositol_seeds	0.004134431	0.052106128
MOR.Anther_L_W	SED.Myo_Inositol_seeds	0.81588736	0.941672285
MOR.Anther_length	SED.Myo_Inositol_seeds	0.782745181	0.929575521
MOR.Anther_width	SED.Myo_Inositol_seeds	0.864573482	0.957065552
MOR.BM	SED.Myo_Inositol_seeds	0.004662017	0.056883934
MOR.BX	SED.Myo_Inositol_seeds	0.072665486	0.332814113
MOR.BY	SED.Myo_Inositol_seeds	0.013092133	0.116492072
MOR.EA	SED.Myo_Inositol_seeds	0.111366906	0.413995335
MOR.flowers_inf	SED.Myo_Inositol_seeds	0.283784872	0.635770867
MOR.flowers_plant	SED.Myo_Inositol_seeds	0.19326587	0.536304161
MOR.FN	SED.Myo_Inositol_seeds	0.006662106	0.073061222
MOR.Fruit_L_Pt	SED.Myo_Inositol_seeds	0.607067614	0.854072487
MOR.Fruit_L_W	SED.Myo_Inositol_seeds	0.648227169	0.87369613
MOR.Fruit_length	SED.Myo_Inositol_seeds	0.043664323	0.248598629
MOR.Fruit_locule	SED.Myo_Inositol_seeds	0.17401237	0.511018581
MOR.Fruit_peric_thick	SED.Myo_Inositol_seeds	0.065137305	0.314588497
MOR.Fruit_W_Pt	SED.Myo_Inositol_seeds	0.732395313	0.91129163
MOR.Fruit_width	SED.Myo_Inositol_seeds	0.153055899	0.481318034
MOR.FW	SED.Myo_Inositol_seeds	0.021143806	0.158997022
MOR.HI	SED.Myo_Inositol_seeds	0.012588521	0.113345328
MOR.inf	SED.Myo_Inositol_seeds	0.121940449	0.433216126
MOR.Ovary_L_W	SED.Myo_Inositol_seeds	0.971207272	0.99197343
MOR.Ovary_length	SED.Myo_Inositol_seeds	0.471964077	0.77709434
MOR.Ovary_width	SED.Myo_Inositol_seeds	0.511984048	0.801045076
MOR.PW	SED.Myo_Inositol_seeds	0.733308146	0.91150288
MOR.RED	SED.Myo_Inositol_seeds	0.015536135	0.130279927
MOR.Seed_L_W	SED.Myo_Inositol_seeds	0.599278692	0.850069187
MOR.Seed_Length	SED.Myo_Inositol_seeds	0.445884229	0.761375821
MOR.Seed_Width	SED.Myo_Inositol_seeds	0.634670245	0.868575982
MOR.Seed_Wt	SED.Myo_Inositol_seeds	0.942258461	0.983547332
MOR.SN_fruit	SED.Myo_Inositol_seeds	4.15E-06	0.000182062
MOR.SN_fruit_unit	SED.Myo_Inositol_seeds	5.54E-05	0.001638129
MOR.SN_plant	SED.Myo_Inositol_seeds	0.000169367	0.004154838
MOR.Style_L_W	SED.Myo_Inositol_seeds	0.099702675	0.392439833
MOR.Style_length	SED.Myo_Inositol_seeds	0.237594598	0.588640194
MOR.Style_width	SED.Myo_Inositol_seeds	0.405463415	0.733643237
MOR.SW_fruit	SED.Myo_Inositol_seeds	3.60E-05	0.001142488
MOR.SW_plant	SED.Myo_Inositol_seeds	0.000449378	0.009233874
MOR.TY	SED.Myo_Inositol_seeds	0.001158137	0.019553296
SED.Adenine_seeds	SED.Myo_Inositol_seeds	0.900172038	0.969115949
SED.Alanine_seeds	SED.Myo_Inositol_seeds	2.55E-09	2.51E-07
SED.Arginine_seeds	SED.Myo_Inositol_seeds	8.09E-09	7.07E-07
SED.Asparagine_seeds	SED.Myo_Inositol_seeds	6.64E-08	4.59E-06
SED.Aspartate_seeds	SED.Myo_Inositol_seeds	0.089476562	0.370053466
SED.Benzoate_seeds	SED.Myo_Inositol_seeds	0.449313664	0.763164649
SED.Citrate_seeds	SED.Myo_Inositol_seeds	0.00679469	0.073966637
SED.Erythritol_seeds	SED.Myo_Inositol_seeds	0.057653577	0.293900826
SED.Fructose_seeds	SED.Myo_Inositol_seeds	0.085225933	0.360642141
SED.Fumarate_seeds	SED.Myo_Inositol_seeds	0.112950303	0.416944057
SED.GABA_seeds	SED.Myo_Inositol_seeds	2.26E-06	0.00010755
SED.Galactinol_seeds	SED.Myo_Inositol_seeds	0.085718881	0.361679875
SED.Galactonic_acid_1_4_lactone_seeds	SED.Myo_Inositol_seeds	1.31E-06	6.67E-05
SED.Glutamate_seeds	SED.Myo_Inositol_seeds	8.08E-08	5.43E-06
SED.Glycerate_seeds	SED.Myo_Inositol_seeds	0.034927034	0.217494865
SED.Glycerol_1P_seeds	SED.Myo_Inositol_seeds	3.12E-05	0.001011832
SED.Glycerol_seeds	SED.Myo_Inositol_seeds	4.83E-10	5.65E-08
SED.Glycine_seeds	SED.Myo_Inositol_seeds	4.29E-12	7.58E-10
SED.Glycolate_seeds	SED.Myo_Inositol_seeds	0.488250061	0.786241005
SED.Isoleucine_seeds	SED.Myo_Inositol_seeds	0	0
SED.Lysine_seeds	SED.Myo_Inositol_seeds	2.28E-10	2.89E-08
SED.Malate_seeds	SED.Myo_Inositol_seeds	0.264656753	0.616371649
SED.Maltotriose_seeds	SED.Myo_Inositol_seeds	0.005038387	0.059857063
SED.Melezitose_seeds	SED.Myo_Inositol_seeds	0.031148798	0.203429928
SED.Myo_Inositol_seeds	SED.Myo_Inositol_seeds	NA	NA
SED.NA_sugar_seeds	SED.Myo_Inositol_seeds	0.065834741	0.316056513
SED.Nicotinate_seeds	SED.Myo_Inositol_seeds	3.12E-05	0.001011832
SED.Nonanoate_seeds	SED.Myo_Inositol_seeds	0.178490629	0.517754272
SED.Octadecanoate_seeds	SED.Myo_Inositol_seeds	0.087007881	0.365006958
SED.Phenylalanine_seeds	SED.Myo_Inositol_seeds	1.47E-07	9.29E-06
SED.Phosphate_seeds	SED.Myo_Inositol_seeds	1.20E-11	1.96E-09
SED.Proline_seeds	SED.Myo_Inositol_seeds	0	0
SED.Putrescine_seeds	SED.Myo_Inositol_seeds	0.211788069	0.559235686
SED.Raffinose_seeds	SED.Myo_Inositol_seeds	0.10741006	0.405901065
SED.Salicylate_seeds	SED.Myo_Inositol_seeds	0.062089914	0.306948302
SED.Serine_seeds	SED.Myo_Inositol_seeds	1.19E-09	1.29E-07
SED.Succinate_seeds	SED.Myo_Inositol_seeds	0.00017062	0.004174593
SED.Threonine_seeds	SED.Myo_Inositol_seeds	1.64E-12	3.16E-10
SED.Trehalose_alpha_alpha_seeds	SED.Myo_Inositol_seeds	0.945790208	0.984463633
SED.Tyrosine_seeds	SED.Myo_Inositol_seeds	7.01E-13	1.46E-10
SED.Uracil_seeds	SED.Myo_Inositol_seeds	0.0433794	0.24773296
SED.Urea_seeds	SED.Myo_Inositol_seeds	0.01921803	0.150294023
SED.Valine_seeds	SED.Myo_Inositol_seeds	7.59E-14	1.82E-11
SED.X4_Hydroxy_Benzoate_seeds	SED.Myo_Inositol_seeds	0.000666273	0.012675501
WAX.pct_iso	SED.Myo_Inositol_seeds	0.219926973	0.569504087
WAX.pct_anteiso	SED.Myo_Inositol_seeds	0.435803362	0.754433853
WAX.mindex	SED.Myo_Inositol_seeds	0.213761618	0.561930103
WAX.nalk_CPI	SED.Myo_Inositol_seeds	0.564878043	0.831703662
WAX.nalk_ACL	SED.Myo_Inositol_seeds	0.125015522	0.437734331
WAX.anteiso_CPI	SED.Myo_Inositol_seeds	0.508543485	0.799173408
WAX.anteiso_ACL	SED.Myo_Inositol_seeds	0.91917283	0.975688318
WAX.iso_CPI	SED.Myo_Inositol_seeds	0.636240875	0.869283087
WAX.iso_ACL	SED.Myo_Inositol_seeds	0.162080426	0.494312981
WAX.13eps_iC31	SED.Myo_Inositol_seeds	0.86644052	0.957316897
WAX.13eps_nC31	SED.Myo_Inositol_seeds	0.698930549	0.896701154
WAX.13eps_iC33	SED.Myo_Inositol_seeds	0.853296853	0.953471022
WAX.13eps_nC33	SED.Myo_Inositol_seeds	0.961998037	0.989176863
WAX.i31_n31	SED.Myo_Inositol_seeds	0.15243459	0.480390552
WAX.i33_n33	SED.Myo_Inositol_seeds	0.259611487	0.610981642
DEV.CompAll	SED.NA_sugar_seeds	0.814330071	0.940960402
DEV.CompInt	SED.NA_sugar_seeds	0.781627158	0.929142712
DEV.CompPri	SED.NA_sugar_seeds	0.97592389	0.992605743
DEV.CompRachis	SED.NA_sugar_seeds	0.776627794	0.927392252
DEV.CompSec	SED.NA_sugar_seeds	0.770678833	0.925128316
DEV.CotPaveAR	SED.NA_sugar_seeds	0.843540249	0.951238232
DEV.CotPaveArea	SED.NA_sugar_seeds	0.502326839	0.795429045
DEV.CotPaveCirc	SED.NA_sugar_seeds	0.65454117	0.876713366
DEV.CotPaveCnt	SED.NA_sugar_seeds	0.40274263	0.731972257
DEV.CotPaveRound	SED.NA_sugar_seeds	0.938937121	0.982269473
DEV.CotPaveSolid	SED.NA_sugar_seeds	0.831174966	0.946447632
DEV.CotStom	SED.NA_sugar_seeds	0.728204682	0.909434741
DEV.CotStomInd	SED.NA_sugar_seeds	0.187758237	0.529172089
DEV.FlowTime	SED.NA_sugar_seeds	0.26525688	0.6170499
DEV.LatLfSize	SED.NA_sugar_seeds	0.563068073	0.830919832
DEV.LatPC1	SED.NA_sugar_seeds	0.795834941	0.934668233
DEV.LatPC2	SED.NA_sugar_seeds	0.17080752	0.506324588
DEV.LatPC3	SED.NA_sugar_seeds	0.803989876	0.937083474
DEV.LatPC4	SED.NA_sugar_seeds	0.603971369	0.852752011
DEV.LatPC5	SED.NA_sugar_seeds	0.713749032	0.903198763
DEV.LfAbStom	SED.NA_sugar_seeds	0.919965391	0.975829779
DEV.LfAdStom	SED.NA_sugar_seeds	0.823170001	0.943959027
DEV.LfStomRatio	SED.NA_sugar_seeds	0.519716285	0.805028471
DEV.LftAR	SED.NA_sugar_seeds	0.686359644	0.891410106
DEV.LftCirc	SED.NA_sugar_seeds	0.984942004	0.996126432
DEV.LftRound	SED.NA_sugar_seeds	0.711262329	0.902582504
DEV.LftSolid	SED.NA_sugar_seeds	0.787060619	0.931325654
DEV.TermLfSize	SED.NA_sugar_seeds	0.708158163	0.901302956
DEV.TermPC1	SED.NA_sugar_seeds	0.900598563	0.969182261
DEV.TermPC3	SED.NA_sugar_seeds	0.57269657	0.836300436
DEV.TermPC4	SED.NA_sugar_seeds	0.61959032	0.860007122
DEV.TermPC5	SED.NA_sugar_seeds	0.175815691	0.513403112
ENZ.aa_cont	SED.NA_sugar_seeds	0.254594303	0.605749895
ENZ.ac_inv	SED.NA_sugar_seeds	0.013418086	0.118525015
ENZ.aconi	SED.NA_sugar_seeds	0.676747389	0.887124659
ENZ.agpa	SED.NA_sugar_seeds	0.435873765	0.754433853
ENZ.ala_ami	SED.NA_sugar_seeds	0.070496788	0.327113519
ENZ.asp_ami	SED.NA_sugar_seeds	0.02071782	0.156889944
ENZ.fbp_ald	SED.NA_sugar_seeds	0.313052817	0.66490735
ENZ.fru_kin	SED.NA_sugar_seeds	0.41979412	0.743772309
ENZ.fructose_e	SED.NA_sugar_seeds	0.768443331	0.923995451
ENZ.fuma	SED.NA_sugar_seeds	0.603376279	0.852510385
ENZ.g6pdh	SED.NA_sugar_seeds	0.705548797	0.899907765
ENZ.gadph	SED.NA_sugar_seeds	0.397793638	0.729401855
ENZ.gapdh_p	SED.NA_sugar_seeds	0.872201431	0.959068345
ENZ.gluc_kin	SED.NA_sugar_seeds	0.557745994	0.82789984
ENZ.glucose_e	SED.NA_sugar_seeds	0.856957873	0.954313856
ENZ.gluta_dh	SED.NA_sugar_seeds	0.040249123	0.236537981
ENZ.iso_ci_dh	SED.NA_sugar_seeds	0.189691069	0.531979585
ENZ.mal_dh	SED.NA_sugar_seeds	0.311762834	0.663477622
ENZ.pep_car	SED.NA_sugar_seeds	0.789830141	0.932392981
ENZ.ph_fru_kin	SED.NA_sugar_seeds	0.947657701	0.984992019
ENZ.ph_fru_kin_a	SED.NA_sugar_seeds	0.416569026	0.74135967
ENZ.ph_glu_is_c	SED.NA_sugar_seeds	0.342300755	0.688194314
ENZ.ph_glu_is_t	SED.NA_sugar_seeds	0.379262377	0.716049477
ENZ.ph_glu_mut	SED.NA_sugar_seeds	0.900520826	0.969173193
ENZ.ph_gly_kin	SED.NA_sugar_seeds	0.5651197	0.831772289
ENZ.pro_con	SED.NA_sugar_seeds	0.855626459	0.954104089
ENZ.pyr_kin	SED.NA_sugar_seeds	0.929349853	0.979552295
ENZ.shik_de	SED.NA_sugar_seeds	0.398884068	0.730367045
ENZ.starch	SED.NA_sugar_seeds	0.721392218	0.906146908
ENZ.suc_p_syn	SED.NA_sugar_seeds	0.644043354	0.871952083
ENZ.suc_syn	SED.NA_sugar_seeds	0.892661611	0.966405025
ENZ.succ_co_l	SED.NA_sugar_seeds	0.153439742	0.481874884
ENZ.sucrose_e	SED.NA_sugar_seeds	0.879458793	0.961153019
ENZ.tr_ph_iso	SED.NA_sugar_seeds	0.655224347	0.877040353
ENZ.udp_glu	SED.NA_sugar_seeds	0.508077132	0.798750427
MET.a_tocopherol	SED.NA_sugar_seeds	0.79618381	0.934763913
MET.aconitate	SED.NA_sugar_seeds	0.770906588	0.925286422
MET.alanine	SED.NA_sugar_seeds	0.65645193	0.877591409
MET.arabinose	SED.NA_sugar_seeds	0.918699551	0.975597177
MET.arginine	SED.NA_sugar_seeds	0.094964652	0.382934349
MET.asparagine	SED.NA_sugar_seeds	0.200738773	0.545936063
MET.aspartate	SED.NA_sugar_seeds	0.09706439	0.387509311
MET.b_alanine	SED.NA_sugar_seeds	0.017529603	0.141563058
MET.benzoate	SED.NA_sugar_seeds	0.520317252	0.805113093
MET.citramalate	SED.NA_sugar_seeds	0.783117648	0.929682092
MET.citrate	SED.NA_sugar_seeds	0.263502368	0.615210842
MET.cysteine	SED.NA_sugar_seeds	0.984731723	0.996039748
MET.dehydroascorbate	SED.NA_sugar_seeds	0.726016065	0.908649151
MET.erythritol	SED.NA_sugar_seeds	0.389671827	0.724042411
